Time;PID1-Setpoint_Yset;PID2-Setpoint_Yset;Process-Disturbance_D;minSelect-SelectorOut;Process-Output_Y_sim;PID1-PID_U;PID2-PID_U
2021-01-01 00:05:06;50;70;3.4227;4.4248;9.6675;4.4248;5.5749
2021-01-01 00:05:07;50;70;3.8527;4.305;10;4.305;5.4248
2021-01-01 00:05:08;50;70;4.2216;4.2187;10.262;4.2187;5.305
2021-01-01 00:05:09;50;70;4.5241;4.1679;10.446;4.1679;5.2187
2021-01-01 00:05:10;50;70;4.7554;4.1544;10.556;4.1544;5.1679
2021-01-01 00:05:11;50;70;4.9114;4.1788;10.587;4.1788;5.1544
2021-01-01 00:05:12;50;70;4.9901;4.242;10.54;4.242;5.1788
2021-01-01 00:05:13;50;70;4.9901;4.344;10.419;4.344;5.242
2021-01-01 00:05:14;50;70;4.9114;4.4835;10.227;4.4835;5.344
2021-01-01 00:05:15;50;70;4.7554;4.6599;9.9643;4.6599;5.4835
2021-01-01 00:05:16;50;70;4.5241;4.8706;9.6394;4.8706;5.6599
2021-01-01 00:05:17;50;70;4.2216;5.1139;9.2575;5.1139;5.8706
2021-01-01 00:05:18;50;70;3.8527;5.3863;8.8255;5.3863;6.1139
2021-01-01 00:05:19;50;70;3.4227;5.6845;8.3512;5.6845;6.3863
2021-01-01 00:05:20;50;70;2.9389;6.0051;7.8431;6.0051;6.6845
2021-01-01 00:05:21;50;70;2.4089;6.3434;7.3099;6.3434;7.0051
2021-01-01 00:05:22;50;70;1.8406;6.6954;6.7611;6.6954;7.3434
2021-01-01 00:05:23;50;70;1.2434;7.0564;6.2063;7.0564;7.6954
2021-01-01 00:05:24;50;70;0.62668;7.4214;5.6551;7.4214;8.0564
2021-01-01 00:05:25;50;70;-9.8036E-15;7.7857;5.1171;7.7857;8.4214
2021-01-01 00:05:26;50;70;-0.62666;8.1444;4.6019;8.1444;8.7857
2021-01-01 00:05:27;50;70;-1.2434;8.4926;4.1186;8.4926;9.1444
2021-01-01 00:05:28;50;70;-1.8406;8.8261;3.6753;8.8261;9.4926
2021-01-01 00:05:29;50;70;-2.4087;9.1403;3.2804;9.1403;9.8261
2021-01-01 00:05:30;50;70;-2.9389;9.4314;2.9408;9.4314;10.14
2021-01-01 00:05:31;50;70;-3.4227;9.6953;2.663;9.6953;10.431
2021-01-01 00:05:32;50;70;-3.8525;9.9288;2.452;9.9288;10.695
2021-01-01 00:05:33;50;70;-4.2216;10.129;2.312;10.129;10.93
2021-01-01 00:05:34;50;70;-4.5241;10.296;2.2465;10.296;11.129
2021-01-01 00:05:35;50;70;-4.7552;10.424;2.2572;10.424;11.296
2021-01-01 00:05:36;50;70;-4.9114;10.513;2.3451;10.513;11.424
2021-01-01 00:05:37;50;70;-4.9901;10.566;2.5092;10.566;11.513
2021-01-01 00:05:38;50;70;-4.9901;10.577;2.7483;10.577;11.566
2021-01-01 00:05:39;50;70;-4.9114;10.552;3.0595;10.552;11.577
2021-01-01 00:05:40;50;70;-4.7552;10.492;3.4386;10.492;11.552
2021-01-01 00:05:41;50;70;-4.5241;10.394;3.8806;10.394;11.492
2021-01-01 00:05:42;50;70;-4.2216;10.267;4.3793;10.267;11.394
2021-01-01 00:05:43;50;70;-3.8525;10.107;4.9282;10.107;11.267
2021-01-01 00:05:44;50;70;-3.4227;9.9231;5.5191;9.9231;11.107
2021-01-01 00:05:45;50;70;-2.9389;9.7166;6.1437;9.7166;10.923
2021-01-01 00:05:46;50;70;-2.4087;9.492;6.793;9.492;10.718
2021-01-01 00:05:47;50;70;-1.8406;9.2537;7.458;9.2537;10.492
2021-01-01 00:05:48;50;70;-1.2434;9.0065;8.1287;9.0065;10.255
2021-01-01 00:05:49;50;70;-0.62666;8.7549;8.7954;8.7549;10.006
2021-01-01 00:05:50;50;70;-8.5722E-15;8.5037;9.449;8.5037;9.7549
2021-01-01 00:05:51;50;70;0.62668;8.2581;10.079;8.2581;9.5037
2021-01-01 00:05:52;50;70;1.2434;8.0228;10.678;8.0228;9.2581
2021-01-01 00:05:53;50;70;1.8406;7.8021;11.236;7.8021;9.0228
2021-01-01 00:05:54;50;70;2.4089;7.6005;11.746;7.6005;8.8021
2021-01-01 00:05:55;50;70;2.9389;7.4221;12.202;7.4221;8.6005
2021-01-01 00:05:56;50;70;3.4227;7.2705;12.593;7.2705;8.4221
2021-01-01 00:05:57;50;70;3.8527;7.1489;12.92;7.1489;8.2705
2021-01-01 00:05:58;50;70;4.2216;7.0603;13.174;7.0603;8.1489
2021-01-01 00:05:59;50;70;4.5241;7.007;13.354;7.007;8.0603
2021-01-01 00:06:00;50;70;4.7554;6.9903;13.457;6.9903;8.007
2021-01-01 00:06:01;50;70;4.9114;7.0119;13.483;7.0119;7.9903
2021-01-01 00:06:02;50;70;4.9901;7.0719;13.431;7.0719;8.0119
2021-01-01 00:06:03;50;70;4.9901;7.1703;13.307;7.1703;8.0719
2021-01-01 00:06:04;50;70;4.9114;7.3063;13.108;7.3063;8.1703
2021-01-01 00:06:05;50;70;4.7554;7.4789;12.842;7.4789;8.3063
2021-01-01 00:06:06;50;70;4.5241;7.6863;12.513;7.6863;8.4789
2021-01-01 00:06:07;50;70;4.2216;7.9256;12.129;7.9256;8.6863
2021-01-01 00:06:08;50;70;3.8527;8.1943;11.693;8.1943;8.9256
2021-01-01 00:06:09;50;70;3.4227;8.489;11.213;8.489;9.1943
2021-01-01 00:06:10;50;70;2.9389;8.8056;10.701;8.8056;9.489
2021-01-01 00:06:11;50;70;2.4089;9.1404;10.164;9.1404;9.8056
2021-01-01 00:06:12;50;70;1.8406;9.4886;9.6116;9.4886;10.14
2021-01-01 00:06:13;50;70;1.2434;9.8457;9.0529;9.8457;10.488
2021-01-01 00:06:14;50;70;0.62668;10.208;8.4979;10.208;10.847
2021-01-01 00:06:15;50;70;2.6948E-14;10.567;7.9562;10.567;11.208
2021-01-01 00:06:16;50;70;-0.62666;10.922;7.437;10.922;11.567
2021-01-01 00:06:17;50;70;-1.2434;11.268;6.9499;11.268;11.922
2021-01-01 00:06:18;50;70;-1.8406;11.598;6.5028;11.598;12.268
2021-01-01 00:06:19;50;70;-2.4087;11.907;6.1042;11.907;12.598
2021-01-01 00:06:20;50;70;-2.9389;12.194;5.7608;12.194;12.907
2021-01-01 00:06:21;50;70;-3.4227;12.454;5.4789;12.454;13.194
2021-01-01 00:06:22;50;70;-3.8525;12.684;5.2641;12.684;13.454
2021-01-01 00:06:23;50;70;-4.2216;12.881;5.1205;12.881;13.684
2021-01-01 00:06:24;50;70;-4.5241;13.044;5.0513;13.044;13.881
2021-01-01 00:06:25;50;70;-4.7552;13.167;5.0581;13.167;14.044
2021-01-01 00:06:26;50;70;-4.9114;13.255;5.1422;13.255;14.167
2021-01-01 00:06:27;50;70;-4.9901;13.303;5.3025;13.303;14.255
2021-01-01 00:06:28;50;70;-4.9901;13.312;5.538;13.312;14.303
2021-01-01 00:06:29;50;70;-4.9114;13.283;5.8453;13.283;14.312
2021-01-01 00:06:30;50;70;-4.7552;13.218;6.2206;13.218;14.283
2021-01-01 00:06:31;50;70;-4.5241;13.118;6.6587;13.118;14.218
2021-01-01 00:06:32;50;70;-4.2216;12.984;7.1538;12.984;14.118
2021-01-01 00:06:33;50;70;-3.8525;12.822;7.6988;12.822;13.984
2021-01-01 00:06:34;50;70;-3.4227;12.634;8.2861;12.634;13.822
2021-01-01 00:06:35;50;70;-2.9389;12.424;8.907;12.424;13.634
2021-01-01 00:06:36;50;70;-2.4087;12.197;9.5527;12.197;13.424
2021-01-01 00:06:37;50;70;-1.8406;11.955;10.215;11.955;13.197
2021-01-01 00:06:38;50;70;-1.2434;11.704;10.882;11.704;12.955
2021-01-01 00:06:39;50;70;-0.62666;11.449;11.545;11.449;12.704
2021-01-01 00:06:40;50;70;-9.7968E-15;11.193;12.195;11.193;12.449
2021-01-01 00:06:41;50;70;0.62668;10.945;12.82;10.945;12.193
2021-01-01 00:06:42;50;70;1.2434;10.706;13.415;10.706;11.945
2021-01-01 00:06:43;50;70;1.8406;10.48;13.971;10.48;11.706
2021-01-01 00:06:44;50;70;2.4089;10.275;14.476;10.275;11.48
2021-01-01 00:06:45;50;70;2.9389;10.093;14.928;10.093;11.275
2021-01-01 00:06:46;50;70;3.4227;9.9381;15.317;9.9381;11.093
2021-01-01 00:06:47;50;70;3.8527;9.813;15.639;9.813;10.939
2021-01-01 00:06:48;50;70;4.2216;9.7208;15.889;9.7208;10.814
2021-01-01 00:06:49;50;70;4.5241;9.6638;16.064;9.6638;10.722
2021-01-01 00:06:50;50;70;4.7554;9.6435;16.165;9.6435;10.665
2021-01-01 00:06:51;50;70;4.9114;9.6614;16.186;9.6614;10.645
2021-01-01 00:06:52;50;70;4.9901;9.7179;16.133;9.7179;10.661
2021-01-01 00:06:53;50;70;4.9901;9.8126;16.004;9.8126;10.719
2021-01-01 00:06:54;50;70;4.9114;9.9452;15.801;9.9452;10.814
2021-01-01 00:06:55;50;70;4.7554;10.114;15.533;10.114;10.945
2021-01-01 00:06:56;50;70;4.5241;10.319;15.199;10.319;11.114
2021-01-01 00:06:57;50;70;4.2216;10.555;14.811;10.555;11.319
2021-01-01 00:06:58;50;70;3.8527;10.82;14.37;10.82;11.555
2021-01-01 00:06:59;50;70;3.4227;11.11;13.888;11.11;11.82
2021-01-01 00:07:00;50;70;2.9389;11.423;13.374;11.423;12.11
2021-01-01 00:07:01;50;70;2.4089;11.754;12.833;11.754;12.423
2021-01-01 00:07:02;50;70;1.8406;12.1;12.277;12.1;12.754
2021-01-01 00:07:03;50;70;1.2434;12.454;11.713;12.454;13.1
2021-01-01 00:07:04;50;70;0.62668;12.81;11.156;12.81;13.454
2021-01-01 00:07:05;50;70;-7.3544E-15;13.167;10.611;13.167;13.81
2021-01-01 00:07:06;50;70;-0.62666;13.52;10.088;13.52;14.167
2021-01-01 00:07:07;50;70;-1.2434;13.861;9.5962;13.861;14.52
2021-01-01 00:07:08;50;70;-1.8406;14.186;9.1457;14.186;14.861
2021-01-01 00:07:09;50;70;-2.4087;14.493;8.7432;14.493;15.186
2021-01-01 00:07:10;50;70;-2.9389;14.778;8.3964;14.778;15.493
2021-01-01 00:07:11;50;70;-3.4227;15.033;8.1111;15.033;15.778
2021-01-01 00:07:12;50;70;-3.8525;15.261;7.8926;15.261;16.033
2021-01-01 00:07:13;50;70;-4.2216;15.453;7.7454;15.453;16.261
2021-01-01 00:07:14;50;70;-4.5241;15.611;7.6727;15.611;16.453
2021-01-01 00:07:15;50;70;-4.7552;15.732;7.6761;15.732;16.611
2021-01-01 00:07:16;50;70;-4.9114;15.815;7.7565;15.815;16.732
2021-01-01 00:07:17;50;70;-4.9901;15.861;7.9133;15.861;16.815
2021-01-01 00:07:18;50;70;-4.9901;15.865;8.1451;15.865;16.861
2021-01-01 00:07:19;50;70;-4.9114;15.833;8.4489;15.833;16.865
2021-01-01 00:07:20;50;70;-4.7552;15.764;8.8208;15.764;16.833
2021-01-01 00:07:21;50;70;-4.5241;15.662;9.2554;15.662;16.764
2021-01-01 00:07:22;50;70;-4.2216;15.526;9.747;15.526;16.662
2021-01-01 00:07:23;50;70;-3.8525;15.361;10.29;15.361;16.526
2021-01-01 00:07:24;50;70;-3.4227;15.168;10.872;15.168;16.361
2021-01-01 00:07:25;50;70;-2.9389;14.956;11.491;14.956;16.168
2021-01-01 00:07:26;50;70;-2.4087;14.723;12.133;14.723;15.956
2021-01-01 00:07:27;50;70;-1.8406;14.479;12.789;14.479;15.723
2021-01-01 00:07:28;50;70;-1.2434;14.223;13.454;14.223;15.479
2021-01-01 00:07:29;50;70;-0.62666;13.966;14.114;13.966;15.223
2021-01-01 00:07:30;50;70;-1.1021E-14;13.708;14.76;13.708;14.966
2021-01-01 00:07:31;50;70;0.62668;13.455;15.382;13.455;14.708
2021-01-01 00:07:32;50;70;1.2434;13.211;15.975;13.211;14.455
2021-01-01 00:07:33;50;70;1.8406;12.985;16.526;12.985;14.211
2021-01-01 00:07:34;50;70;2.4089;12.775;17.029;12.775;13.985
2021-01-01 00:07:35;50;70;2.9389;12.591;17.476;12.591;13.775
2021-01-01 00:07:36;50;70;3.4227;12.431;17.86;12.431;13.591
2021-01-01 00:07:37;50;70;3.8527;12.304;18.18;12.304;13.431
2021-01-01 00:07:38;50;70;4.2216;12.207;18.427;12.207;13.304
2021-01-01 00:07:39;50;70;4.5241;12.148;18.598;12.148;13.207
2021-01-01 00:07:40;50;70;4.7554;12.123;18.694;12.123;13.148
2021-01-01 00:07:41;50;70;4.9114;12.139;18.715;12.139;13.123
2021-01-01 00:07:42;50;70;4.9901;12.192;18.657;12.192;13.139
2021-01-01 00:07:43;50;70;4.9901;12.282;18.523;12.282;13.192
2021-01-01 00:07:44;50;70;4.9114;12.413;18.32;12.413;13.282
2021-01-01 00:07:45;50;70;4.7554;12.577;18.047;12.577;13.413
2021-01-01 00:07:46;50;70;4.5241;12.779;17.711;12.779;13.577
2021-01-01 00:07:47;50;70;4.2216;13.01;17.318;13.01;13.779
2021-01-01 00:07:48;50;70;3.8527;13.272;16.875;13.272;14.01
2021-01-01 00:07:49;50;70;3.4227;13.561;16.39;13.561;14.272
2021-01-01 00:07:50;50;70;2.9389;13.871;15.871;13.871;14.561
2021-01-01 00:07:51;50;70;2.4089;14.197;15.325;14.197;14.871
2021-01-01 00:07:52;50;70;1.8406;14.54;14.767;14.54;15.197
2021-01-01 00:07:53;50;70;1.2434;14.889;14.2;14.889;15.54
2021-01-01 00:07:54;50;70;0.62668;15.245;13.638;15.245;15.889
2021-01-01 00:07:55;50;70;2.9397E-14;15.597;13.091;15.597;16.245
2021-01-01 00:07:56;50;70;-0.62666;15.945;12.565;15.945;16.597
2021-01-01 00:07:57;50;70;-1.2434;16.283;12.069;16.283;16.945
2021-01-01 00:07:58;50;70;-1.8406;16.606;11.617;16.606;17.283
2021-01-01 00:07:59;50;70;-2.4087;16.911;11.211;16.911;17.606
2021-01-01 00:08:00;50;70;-2.9389;17.19;10.861;17.19;17.911
2021-01-01 00:08:01;50;70;-3.4227;17.445;10.572;17.445;18.19
2021-01-01 00:08:02;50;70;-3.8525;17.668;10.349;17.668;18.445
2021-01-01 00:08:03;50;70;-4.2216;17.857;10.2;17.857;18.668
2021-01-01 00:08:04;50;70;-4.5241;18.013;10.124;18.013;18.857
2021-01-01 00:08:05;50;70;-4.7552;18.131;10.124;18.131;19.013
2021-01-01 00:08:06;50;70;-4.9114;18.209;10.201;18.209;19.131
2021-01-01 00:08:07;50;70;-4.9901;18.252;10.353;18.252;19.209
2021-01-01 00:08:08;50;70;-4.9901;18.253;10.583;18.253;19.252
2021-01-01 00:08:09;50;70;-4.9114;18.219;10.882;18.219;19.253
2021-01-01 00:08:10;50;70;-4.7552;18.147;11.252;18.147;19.219
2021-01-01 00:08:11;50;70;-4.5241;18.04;11.682;18.04;19.147
2021-01-01 00:08:12;50;70;-4.2216;17.901;12.172;17.901;19.04
2021-01-01 00:08:13;50;70;-3.8525;17.731;12.71;17.731;18.901
2021-01-01 00:08:14;50;70;-3.4227;17.538;13.289;17.538;18.731
2021-01-01 00:08:15;50;70;-2.9389;17.321;13.903;17.321;18.538
2021-01-01 00:08:16;50;70;-2.4087;17.085;14.542;17.085;18.321
2021-01-01 00:08:17;50;70;-1.8406;16.838;15.198;16.838;18.085
2021-01-01 00:08:18;50;70;-1.2434;16.58;15.857;16.58;17.838
2021-01-01 00:08:19;50;70;-0.62666;16.317;16.513;16.317;17.58
2021-01-01 00:08:20;50;70;-1.2246E-14;16.057;17.156;16.057;17.317
2021-01-01 00:08:21;50;70;0.62668;15.8;17.778;15.8;17.057
2021-01-01 00:08:22;50;70;1.2434;15.554;18.366;15.554;16.8
2021-01-01 00:08:23;50;70;1.8406;15.325;18.914;15.325;16.554
2021-01-01 00:08:24;50;70;2.4089;15.113;19.412;15.113;16.325
2021-01-01 00:08:25;50;70;2.9389;14.923;19.856;14.923;16.113
2021-01-01 00:08:26;50;70;3.4227;14.761;20.24;14.761;15.923
2021-01-01 00:08:27;50;70;3.8527;14.631;20.555;14.631;15.761
2021-01-01 00:08:28;50;70;4.2216;14.531;20.799;14.531;15.631
2021-01-01 00:08:29;50;70;4.5241;14.469;20.968;14.469;15.531
2021-01-01 00:08:30;50;70;4.7554;14.441;21.061;14.441;15.469
2021-01-01 00:08:31;50;70;4.9114;14.452;21.077;14.452;15.441
2021-01-01 00:08:32;50;70;4.9901;14.502;21.016;14.502;15.452
2021-01-01 00:08:33;50;70;4.9901;14.592;20.879;14.592;15.502
2021-01-01 00:08:34;50;70;4.9114;14.718;20.671;14.718;15.592
2021-01-01 00:08:35;50;70;4.7554;14.879;20.395;14.879;15.718
2021-01-01 00:08:36;50;70;4.5241;15.078;20.056;15.078;15.879
2021-01-01 00:08:37;50;70;4.2216;15.306;19.66;15.306;16.078
2021-01-01 00:08:38;50;70;3.8527;15.566;19.215;15.566;16.306
2021-01-01 00:08:39;50;70;3.4227;15.851;18.725;15.851;16.566
2021-01-01 00:08:40;50;70;2.9389;16.156;18.203;16.156;16.851
2021-01-01 00:08:41;50;70;2.4089;16.481;17.657;16.481;17.156
2021-01-01 00:08:42;50;70;1.8406;16.819;17.093;16.819;17.481
2021-01-01 00:08:43;50;70;1.2434;17.168;16.524;17.168;17.819
2021-01-01 00:08:44;50;70;0.62668;17.519;15.959;17.519;18.168
2021-01-01 00:08:45;50;70;-4.9052E-15;17.868;15.409;17.868;18.519
2021-01-01 00:08:46;50;70;-0.62666;18.215;14.878;18.215;18.868
2021-01-01 00:08:47;50;70;-1.2434;18.548;14.381;18.548;19.215
2021-01-01 00:08:48;50;70;-1.8406;18.868;13.924;18.868;19.548
2021-01-01 00:08:49;50;70;-2.4087;19.17;13.515;19.17;19.868
2021-01-01 00:08:50;50;70;-2.9389;19.446;13.163;19.446;20.17
2021-01-01 00:08:51;50;70;-3.4227;19.698;12.87;19.698;20.446
2021-01-01 00:08:52;50;70;-3.8525;19.918;12.645;19.918;20.698
2021-01-01 00:08:53;50;70;-4.2216;20.105;12.493;20.105;20.918
2021-01-01 00:08:54;50;70;-4.5241;20.257;12.414;20.257;21.105
2021-01-01 00:08:55;50;70;-4.7552;20.37;12.411;20.37;21.257
2021-01-01 00:08:56;50;70;-4.9114;20.447;12.485;20.447;21.37
2021-01-01 00:08:57;50;70;-4.9901;20.485;12.634;20.485;21.447
2021-01-01 00:08:58;50;70;-4.9901;20.486;12.861;20.486;21.485
2021-01-01 00:08:59;50;70;-4.9114;20.446;13.158;20.446;21.486
2021-01-01 00:09:00;50;70;-4.7552;20.371;13.522;20.371;21.446
2021-01-01 00:09:01;50;70;-4.5241;20.261;13.952;20.261;21.371
2021-01-01 00:09:02;50;70;-4.2216;20.119;14.436;20.119;21.261
2021-01-01 00:09:03;50;70;-3.8525;19.949;14.971;19.949;21.119
2021-01-01 00:09:04;50;70;-3.4227;19.75;15.55;19.75;20.949
2021-01-01 00:09:05;50;70;-2.9389;19.532;16.161;19.532;20.75
2021-01-01 00:09:06;50;70;-2.4087;19.294;16.795;19.294;20.532
2021-01-01 00:09:07;50;70;-1.8406;19.041;17.448;19.041;20.294
2021-01-01 00:09:08;50;70;-1.2434;18.782;18.104;18.782;20.041
2021-01-01 00:09:09;50;70;-0.62666;18.517;18.757;18.517;19.782
2021-01-01 00:09:10;50;70;-4.8997E-14;18.253;19.397;18.253;19.517
2021-01-01 00:09:11;50;70;0.62668;17.994;20.016;17.994;19.253
2021-01-01 00:09:12;50;70;1.2434;17.744;20.601;17.744;18.994
2021-01-01 00:09:13;50;70;1.8406;17.51;21.146;17.51;18.744
2021-01-01 00:09:14;50;70;2.4089;17.297;21.641;17.297;18.51
2021-01-01 00:09:15;50;70;2.9389;17.104;22.082;17.104;18.297
2021-01-01 00:09:16;50;70;3.4227;16.939;22.461;16.939;18.104
2021-01-01 00:09:17;50;70;3.8527;16.806;22.775;16.806;17.939
2021-01-01 00:09:18;50;70;4.2216;16.703;23.014;16.703;17.806
2021-01-01 00:09:19;50;70;4.5241;16.638;23.182;16.638;17.703
2021-01-01 00:09:20;50;70;4.7554;16.607;23.272;16.607;17.638
2021-01-01 00:09:21;50;70;4.9114;16.617;23.285;16.617;17.607
2021-01-01 00:09:22;50;70;4.9901;16.664;23.221;16.664;17.617
2021-01-01 00:09:23;50;70;4.9901;16.748;23.081;16.748;17.664
2021-01-01 00:09:24;50;70;4.9114;16.871;22.87;16.871;17.748
2021-01-01 00:09:25;50;70;4.7554;17.031;22.591;17.031;17.871
2021-01-01 00:09:26;50;70;4.5241;17.225;22.249;17.225;18.031
2021-01-01 00:09:27;50;70;4.2216;17.453;21.85;17.453;18.225
2021-01-01 00:09:28;50;70;3.8527;17.709;21.402;17.709;18.453
2021-01-01 00:09:29;50;70;3.4227;17.991;20.911;17.991;18.709
2021-01-01 00:09:30;50;70;2.9389;18.293;20.384;18.293;18.991
2021-01-01 00:09:31;50;70;2.4089;18.615;19.834;18.615;19.293
2021-01-01 00:09:32;50;70;1.8406;18.952;19.268;18.952;19.615
2021-01-01 00:09:33;50;70;1.2434;19.295;18.698;19.295;19.952
2021-01-01 00:09:34;50;70;0.62668;19.643;18.13;19.643;20.295
2021-01-01 00:09:35;50;70;3.1848E-14;19.991;17.575;19.991;20.643
2021-01-01 00:09:36;50;70;-0.62666;20.333;17.043;20.333;20.991
2021-01-01 00:09:37;50;70;-1.2434;20.665;16.543;20.665;21.333
2021-01-01 00:09:38;50;70;-1.8406;20.982;16.083;20.982;21.665
2021-01-01 00:09:39;50;70;-2.4087;21.28;15.67;21.28;21.982
2021-01-01 00:09:40;50;70;-2.9389;21.556;15.315;21.556;22.28
2021-01-01 00:09:41;50;70;-3.4227;21.802;15.019;21.802;22.556
2021-01-01 00:09:42;50;70;-3.8525;22.021;14.791;22.021;22.802
2021-01-01 00:09:43;50;70;-4.2216;22.205;14.636;22.205;23.021
2021-01-01 00:09:44;50;70;-4.5241;22.354;14.554;22.354;23.205
2021-01-01 00:09:45;50;70;-4.7552;22.466;14.548;22.466;23.354
2021-01-01 00:09:46;50;70;-4.9114;22.54;14.618;22.54;23.466
2021-01-01 00:09:47;50;70;-4.9901;22.575;14.767;22.575;23.54
2021-01-01 00:09:48;50;70;-4.9901;22.57;14.988;22.57;23.575
2021-01-01 00:09:49;50;70;-4.9114;22.529;15.284;22.529;23.57
2021-01-01 00:09:50;50;70;-4.7552;22.451;15.645;22.451;23.529
2021-01-01 00:09:51;50;70;-4.5241;22.34;16.072;22.34;23.451
2021-01-01 00:09:52;50;70;-4.2216;22.195;16.553;22.195;23.34
2021-01-01 00:09:53;50;70;-3.8525;22.021;17.087;22.021;23.195
2021-01-01 00:09:54;50;70;-3.4227;21.819;17.66;21.819;23.021
2021-01-01 00:09:55;50;70;-2.9389;21.598;18.268;21.598;22.819
2021-01-01 00:09:56;50;70;-2.4087;21.356;18.901;21.356;22.598
2021-01-01 00:09:57;50;70;-1.8406;21.103;19.551;21.103;22.356
2021-01-01 00:09:58;50;70;-1.2434;20.838;20.204;20.838;22.103
2021-01-01 00:09:59;50;70;-0.62666;20.572;20.856;20.572;21.838
